LaboratoryName,PrimeAddress,City,State,Country,,,,,,,,,,,,,,,,,,
QUALITY ASSURANCE LABORATORY OF PRIME CABLE INDUSTRIES LIMITED,"C-60, RIICO INDUSTRIAL AREA, GHILOTH",Neemrana,Rajasthan,India,,,,,,,,,,,,,,,,,,
QUALITY ASSURANCE LABORATORY- WEST COAST OPTILINKS (A DIVISION OF WEST COAST PAPER MILLS LIMITED),"PLOT NO. 386 &387, KIADB ELECTRONIC CITY, HEBBAL INDUSTRIAL AREA",Mysuru,Karnataka,India,,,,,,,,,,,,,,,,,,
"QUALITY ASSURANCE LABORATORY, KEI INDUSTRIES LTD","99/2/7, MADHUBAN INDUSTRIAL ESTATE, RAKHOLI",Silvassa,Dadra and Nagar Haveli,India,,,,,,,,,,,,,,,,,,
"QUALITY ASSURANCE LABORATORY, KEI INDUSTRIES LTD.","SP-919, 920, 922, RIICO INDUSTRIAL AREA, BHIWADI",Alwar,Rajasthan,India,,,,,,,,,,,,,,,,,,
"QUALITY ASSURANCE LABORATORY, METAL, BHARAT ALUMINIUM COMPANY LIMITED",BALCO NAGAR,Korba,Chhattisgarh,India,,,,,,,,,,,,,,,,,,
"QUALITY ASSURANCE LABORATORY, PLANT-1",VEDANTA LIMITED- ALUMINIUM & POWER,Jharsuguda,Odisha,India,,,,,,,,,,,,,,,,,,
"QUALITY ASSURANCE LABORATORY, VEDANTA LIMITED, STERLITE COPPER","1/1/2, VILLAGE CHINCHPADA",Silvassa,Dadra and Nagar Haveli and Daman and Diu,India,,,,,,,,,,,,,,,,,,
QUALITY CONTROL LABORATORY - SHAKTIANODES PRIVATE LIMITED,"HEERA ESTATE, PHASE-2, GIDC, VATVA",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
"QUALITY LABORATORY, JVS SWITCHGEARS PVT LTD","SY.NO.79, PLOT NO: D-3, PHASE IV EXTENSION, IDA, JEEDIMETLA",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
"QUALITY TESTING LAB, DEOGIRI ELECTRONICS CLUSTER PRIVATE LIMITED","PLOT NO. P-30, SHENDRA MIDC",Aurangabad,Maharashtra,India,,,,,,,,,,,,,,,,,,
QUANTA CABLES AND ELECTRIC WIRES PRIVATE LIMITED (QUALITY CONTROL LAB),"PLOT NO. A194 K, ELDECO SIDCUL INDUSTRIAL PARK",Sitarganj,Uttarakhand,India,,,,,,,,,,,,,,,,,,
QVC CERTIFICATION SERVICES PRIVATE LIMITED,"2B, CIVIL LINES, YUKTI BUSINESS CENTRE, JAIL ROAD, AMBALA CITY",Ambala,Haryana,India,,,,,,,,,,,,,,,,,,
R & D LABORATORY TASHKENT OIL COMPANY PVT. LTD.,"84 GIDC, ESTATE NANDESARI",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
R K C T LABORATORY PRIVATE LIMITED,"P-316/3 RAIGWA, PATAN BYPASS ROAD",Jabalpur,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
"R&D CENTRE LABORATORY, EXIDE INDUSTRIES LIMITED","EXIDE INDUSTRIES LTD. 217, NAZRUL ISLAM AVENUE , P.O. DESHBANDHU NAGAR, 24 PARGANAS NORTH",Kolkata,West Bengal,India,,,,,,,,,,,,,,,,,,
"R&D LABORATORY, INGERSOLL- RAND (INDIA) LIMITED","21-30, NARODA GIDC ESTATE, NARODA",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
R.G. TESTINGS CONCERN PROJECT PRIVATE LIMITED,BALTIKURI,Howrah,West Bengal,India,,,,,,,,,,,,,,,,,,
RACEMOSA LABORATORY,"PLOT NO. 108 A, ADDITIONAL NEW MIDC AREA, AKRALE",Nashik,Maharashtra,India,,,,,,,,,,,,,,,,,,
RAGHVENDRA CABLES AND WIRES PRIVATE LIMITED (LAB DIVISION),"G-1/843 RIICO INDUSTRIAL AREA PHASE III, Sitapura",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
RAICON LABS PVT. LTD.,"PLOT NO. 140, HSIIDC, RAI INDUSTRIAL AREA",Sonipat,Haryana,India,,,,,,,,,,,,,,,,,,
RAJ PETRO SPECIALITIES PVT.LTD,"SURVEY NO. 146/2/3,MADHUBAN DAM ROAD, VILLAGE KARAD",Silvassa,Dadra and Nagar Haveli,India,,,,,,,,,,,,,,,,,,
"RAJ PETRO SPECIALITIES PVT.LTD., LIQUID DIELECTRIC TESTING LABORATORY","73/1B, VAIKKADU VILLAGE, MANALI",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
RAJKOT ENGINEERING TESTING AND RESEARCH CENTRE,"PLOT NO. 372, AJI GIDC, O-ROAD",Rajkot,Gujarat,India,,,,,,,,,,,,,,,,,,
RAMELEX TESTING AND RESEARCH INSTITUTE,"S. NO. 81/4A, P. NO. 1759, DANGAT INDUSTRIAL ESTATE, NDA ROAD",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
REACT COMPLIANCE & TESTING LABORATORIES LLP,"3411, 3RD FLOOR, SERVICE ROAD VIJAYANAGAR",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
"REFRIGERATION AND PRODUCT TESTING LABORATORY, DOVER INDIA PRIVATE LIMITED","NO. 8 - B, ROAD NO.6, KIADB INDUSTRIAL AREA, ANEKAL TALUK, JIGANI PHASE 1",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
REFRIGERATOR PA LAB - HAIER APPLIANCES (INDIA) PRIVATE LIMITED,"PLOT NO H-6, DMIC INTEGRATED INDUSTRIAL TOWNSHIP",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"REFRIGERATOR TESTING LAB, HAVELLS INDIA LIMITED","SP 1- 133, GENERAL ZONE, RIICO INDUSTRIAL AREA, GHILOTH",Alwar,Rajasthan,India,,,,,,,,,,,,,,,,,,
REFRIGERATOR TESTING LABORATORY - SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,"PLOT NO. P1, SIPCOT INDUSTRIAL PARK, PHASE II, SUNGUVARCHATRAM (P.O)",Sriperumpudur,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
REGIONAL METER TESTING LABORATORY,"MPWZ PARISAR, SHANKARPURA,MAKSI ROAD",Ujjain,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
"REGIONAL METER TESTING LABORATORY,  M. P. M. K. V. V. CO. LTD.","NISHTHA PARISAR, GOVINDPURA",Bhopal,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
REGIONAL METER TESTING LABORATORY-INDORE,"URJA PARISAR,GPH CAMPUS, POLOGROUND",Indore,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
REGIONAL OIL TESTING LABORATORY (NR III),"POWER GRID CORPORATION OF INDIA LIMITED, POWERGRID RESIDENTIAL COLONY, AMBEDKAR VIHAR AWAS, CHAUFATKA",Prayagraj,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"REGIONAL TESTING LABORATORY (NR-II),POWERGRID CORPORATION OF INDIA LIMTED","400/220 KV SUBSTATION,G.T. ROAD,KARTARPUR",Jalandhar,Punjab,India,,,,,,,,,,,,,,,,,,
RELIABLE TRANSOIL TESTING LABORATORY,"SHOP NO. 1,2,3, NERUL SHUBHANKAR CHS, Thane",Navi Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
RENLECC LABORATORIES (OPC) PRIVATE LIMITED,"PLOT NO 8-B FIRST FLOOR SHIV VIHAR WEST,VIKAS NAGR,UTTAM NAGAR",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
"RESEARCH & DEVELOPMENT CENTRE, LUMINOUS POWER TECHNOLOGIES PRIVATE LIMITED","KHASRA NO. 957, 958, 960, 961, 975, DEV NAGAR GAGRET",Una,Himachal Pradesh,India,,,,,,,,,,,,,,,,,,
"RESEARCH AND DEVELOPMENT LABORATORY, EASTMAN AUTO & POWER LIMITED","KHASRA NO. 146 TO 150, 151/1, 151/2, 166, 58, 67 TO 73, HEADBAST NO. 200, VILLAGE MOUJA BATED, PRAGNA DOON",Baddi,Himachal Pradesh,India,,,,,,,,,,,,,,,,,,
RHINE QUALITY LAB,"PLOT NO. 229, SECTOR-7, IMT MANESAR",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
RIOT TESTING LABZ,"A-21, PHASE-II, HOSIERY COMPLEX, YAKUBPUR, NEPZ POST OFFICE, GAUTAM BUDDHA NAGAR",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
RISHABH TESTING AND CALIBRATION LABORATORY,C-6 NICE TRISHLA UNIT NASIK SATPUR,Nashik,Maharashtra,India,,,,,,,,,,,,,,,,,,
RKS INDOTECH TESTING LAB,"69, RAJENDRA NAGAR INDUSTRIAL AREA",Ghaziabad,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
ROBUST TESTING SOLUTIONS PVT LTD,"PLOT H1-958, RIICO INDUSTRIAL AREA, CHOPANKI",Bhiwadi,Rajasthan,India,,,,,,,,,,,,,,,,,,
ROOTS METROLOGY & TESTING LABORATORY,"S.F.NO.265,R.K.G INDUSTRIAL ESTATE, GANAPATHY",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"RRTL, RAYCHEM RPG PRIVATE LIMITED","1/62, M.G.ROAD, OFF WESTERN EXPRESS HIGHWAY",Vasai,Maharashtra,India,,,,,,,,,,,,,,,,,,
"RTDC-OIL LAB, POWERGRID CORPORATION OF INDIA LIMITED","POWERGRID CORPORATION OF INDIA LIMITED,400/230 KV SUB-STATION,SHOOLAGIRI,KRISHNAGIRI DISTRICT",Hosur,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
RTRC LIMITED,"PLOT NO. 296, SECTOR - 7, PHASE - II, INDUSTRIAL ESTATE, IMT MANESAR",Gurugram,Haryana,India,,,,,,,,,,,,,,,,,,
SALZER ELECTRONICS LIMITED,"SF. NO. 570/2, DOOR NO. 5/266, ANNUR PLANT",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"SAMEER KOLKATA CENTRE, R&D LABORATORY, MINISTRY OF ELECTRONICS AND INFORMATION TECHNOLOGY, GOVT OF INDIA","PLOT - L2, BLOCK - GP, SALT LAKE ELECTRONICS COMPLEX, SECTOR - V, SALT LAKE",Kolkata,West Bengal,India,,,,,,,,,,,,,,,,,,
SAMS ADVANCED CLIMATIC TECHNOLOGIES PRIVATE LIMITED - TESTING LABORATORY,"PLOT NO. 8 & 9B/29, MIRRA INDUSTRIAL ESTATE, PHASE-1,IDA PATENCHERU",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,"A-3, 1ST FLOOR, SECTOR 84",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SASMOS HET TECHNOLOGIES LIMITED,"PLOT NO. 1 & 2, KIADB (AEROSPACE) SEZ, KIADB INDUSTRIAL AERA, CHANNARAYAPATNA HOBLI,
DEVANAHALLI",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
SAVITA OIL TECHNOLOGIES LIMITED,"SURVEY NO 140/1, KUVAPADA, VILLAGE SILLI, POST KILVAN",Silvassa,Dadra and Nagar Haveli,India,,,,,,,,,,,,,,,,,,
SAVITA OIL TECHNOLOGIES LIMITED,"17/17A, THANE BELAPUR ROAD, P.O. VASHI",Thane,Maharashtra,India,,,,,,,,,,,,,,,,,,
SCI WIRES AND CABLES PRIVATE LIMITED,"E-704, PHASE-8, FOCAL POINT",Ludhiana,Punjab,India,,,,,,,,,,,,,,,,,,
SCIENTIFIC AND INDUSTRIAL TESTING AND RESEARCH CENTRE,"83 & 84 AVARAMPALAYAM ROAD, K.R.PURAM POST",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
SELEC TEST LAB,"NO. EL-27/1, ELECTRONIC ZONE, T.T.C. INDUSTRIAL AREA",Navi Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
SET ON SITE ELECTRICALS PRIVATE LIMITED TESTING LABORATORY,"GUT NO. 58, 67 & 69, JIKTHAN, GANGAPUR",Aurangabad,Maharashtra,India,,,,,,,,,,,,,,,,,,
"SGS INDIA PRIVATE LIMITED, CONSUMER AND RETAIL - ELECTRICAL AND ELECTRONICS TESTING LABORATORY","AHMED PLAZA, NO 38/1 AND 38/2, NEW BBMP NO.88/45/45, BERETENA AGRAHARA, BEGUR HOBLI, HOSUR MAIN ROAD",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
"SGS INDIA PRIVATE LIMITED, TESTING LABORATORY - TRANSPORTATION","GAT NO. 239/1/3, VILLAGE KHALUMBRE, TALUKA KHED, CHAKAN",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
SGS INDIA PVT LTD - TRANSPORTATION,"PLOT NO. 28 B/1 (SP), 28 B/2 (SP), SECOND MAIN ROAD",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"SGS INDIA PVT. LTD. TESTING LABORATORY, TRANSPORTATION, CONSUMER AND RETAIL","PLOT NO 21, SECTOR 03, IMT MANESAR",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
"SGS INDIA PVT. LTD., CONNECTIVITY AND PRODUCTS, TESTING LABORATORY-SOFTLINES","28/B/1 (SP), B/2 (SP), 2ND MAIN ROAD, AMBATTUR INDUSTRIAL ESTATE",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"SGS INDIA PVT. LTD., OIL, GAS & CHEMICAL LABORATORY","A-77, WAGLE INDUSTRIAL ESTATE, ROAD NO.16",Thane,Maharashtra,India,,,,,,,,,,,,,,,,,,
"SHANTHALA POWER LIMITED, ELECTRICAL TESTING LABORATORY","SHANTHALA NO. 24, PRIYADARSHINI COLONY, GOKUL ROAD, HUBBALLI",Hubli,Karnataka,India,,,,,,,,,,,,,,,,,,
SHETE ADVANCED TECHNOLOGIES TEST LAB,"PLOT NO. A-44/1/2/20, CHAKAN MIDC, PHASE-2",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
"SHIRDI SAI ELECTRICALS LIMITED, TEST LAB NAINI","4/3, MIRZAPUR ROAD, CHAK DAUD NAGAR, NAINI INDUSTRIAL AREA",Prayagraj,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SHREE HERAMB TEST LAB (OPC) PRIVATE LIMITED,"312/12, NAI BAZAR NAINI, UDYOG NAGAR (ALLAHABAD), KARCHHANA, ALLAHABAD",Prayagraj,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SHRI KRISHNA LABORATORIES AND POWER SERVICES,"#44, 6TH MAIN, 8TH CROSS, PRIYADARSHINI COLONY GOKUL ROAD",Hubli,Karnataka,India,,,,,,,,,,,,,,,,,,
SHRIRAM INSTITUTE FOR INDUSTRIAL RESEARCH( A UNIT OF SHRIRAM SCIENTIFIC AND INDUSTRIAL RESEARCH FOUNDATION),19-UNIVERSITY ROAD,Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
SICAME INDIA CONNECTORS PVT. LTD - SITEC,"S.NO 473/1 (PART), #96, SIRUNKUNDRAM VILLAGE, CHENGALPET TALUK",Kanchipuram,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"SIEL-N TESTING LABORATORY, SAMSUNG INDIA ELECTRONICS PVT. LTD.","B-1, SECTOR-81, PHASE-2",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SIGNALS AND SYSTEMS (INDIA) PRIVATE LIMITED,"15/D-19, 3RD MAIN ROAD, OMR, SIPCOT IT PARK, SIRUSERI",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"SIGNIFY LIGHTING LABORATORY, SIGNIFY INNOVATIONS INDIA LIMITED","C-47, SECTOR-57",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
Sinewaves (Laboratory Division of Sinewaves Solutions India Private Limited),"7TH FLOOR, NO. 712, SHIVALAYA 'A' BLOCK, ETHIRAJ SALAI, EGMORE",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
SKC COMPLIANCE LAB PRIVATE LIMITED,"SP-9, NGEF INDSUTRIAL ESTAE",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
SKC ENVIRON LAB PVT LTD,"B7 NGEF INDUSTRIAL ESTATE, 2ND CROSS, MAHADEVPURA",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
SKIPPERSEIL LABORATORY,"PLOT NO. SP-9A, RIICO  INDUSTRIAL AREA, KAHARANI",Bhiwadi,Rajasthan,India,,,,,,,,,,,,,,,,,,
SMART METER R&D TESTING LAB,"S F NO. 147/1,145/2B2,145/2B1B, AVANASHI ROAD, ARASUR",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
SMARTGRID INNOVATIONS TEST LAB,"A-66, SECTOR 83",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"SMELTER TECHNICAL LABORATORY, HINDALCO INDUSTRIES LIMITED, UNIT: MAHAN ALUMINIUM",HINDALCO INDUSTRIES LIMITED,Singrauli,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
SPARK MINDA TECHNICAL CENTRE (SMIT),"SURVEY NO. 254(P), RAJIV GANDHI IT PARK, PHASE-I, HINJEWADI",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
"SPECIAL TESTING LABORATORY, POWER GRID CORPORATION OF INDIA LIMITED","400/220 KV SUBSTATION, GE ROAD, KUMHARI",Durg,Chhattisgarh,India,,,,,,,,,,,,,,,,,,
"SPECIALISED TESTING LABORATORY, POWER GRID CORPORATION OF INDIA LTD","400/220KV PATNA SUB-STATION, PATNA-GAYA ROAD, VILLAGE- GAURICHAK, POST- FATEHPUR",Patna,Bihar,India,,,,,,,,,,,,,,,,,,
SPECTRO ANALYTICAL LABS PRIVATE LIMITED,"S-1, GNEPIP, SURAJPUR INDUSTRIAL AREA, PHASE-V, KASNA",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SPECTRUM DIAGNOSTIC LABORATORY & RESEARCH CENTRE,"W-47, PVC MARKET, JWALA PURI, PASCHIM VIHAR",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
"SREEJA ELECTRICALS, TRANSFORMER OIL TESTING LABORATORY","PLOT NO S 122, PHASE III B, VERNA INDUSTRIAL ESTATE",Vasco,Goa,India,,,,,,,,,,,,,,,,,,
SSPL - TEST HOUSE,"PLOT NO A-5/9,  ROAD NO 1, IDA, NACHARAM",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
STANDARD ANALYTICAL LABORATORY (ND) PVT. LTD.,"69, F.I.E., PATPARGANJ INDUSTRIAL AREA",Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
"STANDARD TESTING LABORATORY, BHUBANESWAR","PLOT NO.-GD-2/7,MAITRIVIHAR,CHANDRASEKHARPUR",Bhubaneswar,Odisha,India,,,,,,,,,,,,,,,,,,
STAR LABS TEST CENTRE LLP,"PLOT NO. 36, KRISHNA VIHAR-5, AKEDA DUNGAR, ROAD NO. 18, VISHWAKARMA INDUSTRIAL AREA",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
STAR WIRE (INDIA) LABORATORIES PRIVATE LIMITED,"21/4, MATHURA ROAD",Ballabgarh,Haryana,India,,,,,,,,,,,,,,,,,,
STELLAR TEST HOUSE,"G - 68, SECTOR 63",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
STERLITE POWER TRANSMISSION LIMITED (POWER CABLE TESTING LAB),"Sector-5, VIE",Haridwar,Uttarakhand,India,,,,,,,,,,,,,,,,,,
STERLITE POWER TRANSMISSION LTD-TESTING LABORATORY,"BHURKHAMUNDA, PO: KALIMANDIR ROAD",Jharsuguda,Odisha,India,,,,,,,,,,,,,,,,,,
STERLITE TECHNOLOGIES LIMITED - OFC QUALITY ASSURANCE LABORATORY,"SURVEY NO. 68/1, RAKHOLI VILLAGE, MADHUBAN DAM ROAD",Silvassa,Dadra and Nagar Haveli,India,,,,,,,,,,,,,,,,,,
STL OF QUALITY TESTING LABORATORY,"E1 E2 E3, MIDC-WALUJ",Aurangabad,Maharashtra,India,,,,,,,,,,,,,,,,,,
STRATON ELECTRICALS HIGH VOLTAGE TEST LABORATORY,"SY NO. 42/A1/1, ALINAGAR, GADDA POTARAM (GP), JINNARAM(M)",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
"SUNREN TELECOM LABORATORY, A DIVISION OF M/S SUNREN TECHNICAL SOLUTIONS PVT. LTD.","C-475, MIDC PAVANE, TTC INDUSTRIAL AREA",Navi Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,
SUPRAJIT ENGINEERING LIMITED - TESTING LABORATORY (UNIT -1),"59 A-F, NSEZ",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SUPRAJIT ENGINEERING LIMITED-TESTING LABORATORY (UNIT-II),"A-1, PHASE II",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"SURYA TECHNOLOGY & INNOVATION CENTRE, SURYA ROSHNI LIMITED","D-63, HOSIERY COMPLEX, PHASE-II",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SWASTIK ELECTRONICS TESTING CENTRE (OPC) PRIVATE LIMITED,"PLOT NO-16, MAINAPUR INDUSTRIAL AREA",Ghaziabad,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
SWEN KONFORMITY LLP,"GOKUL RH 1, S. NO 22, VISHAL NAGAR, PIMPLE NILAKH",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
"SWITCHGEAR LAB, MICROTEK NEW TECHNOLOGIES PRIVATE LIMITED (UNIT-2)",VILLAGE KATHA,Baddi,Himachal Pradesh,India,,,,,,,,,,,,,,,,,,
SWITCHGEAR TESTING LABORATORIES-SCHNEIDER ELECTRIC INDIA PRIVATE LIMITED,"SECTOR E3, L&T CAMPUS, L&T BYPASS ROAD, MALUMICHAMPATTI",Coimbatore,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
TAG CORPORATION,91 THIRUNEERMALAI ROAD CHROMPET,Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"TARANG LABS, WIPRO LIMITED","SURVEY NO.203/1, MANIKONDA JAGIR VILLAGE,",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
"TARANG LABS, WIPRO LIMITED","SY. NO. 69P, 71/4P, 78/8AP, 134P, 76P, 77P, 80P, 70P, 79/1P, UNIT 1, SARJAPUR ROAD, DODDAKANNELLI VILLAGE, VARTHUR HOBLI",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
TARANG LABS-PRODUCT QUALIFICATION AND COMPLIANCE PLANET,"WIPRO LTD, SURVEY NO.70,77,78/8A, DODDA KANNELLI",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
TATA ADVANCED SYSTEMS LIMITED,"42-43 HOSUR ROAD, ELECTRONIC CITY",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
TBEA ELECTRICAL PRODUCTS & MATERIAL TESTING RESEARCH CENTER,"TBEA ENERGY(INDIA) PRIVATE LIMITED, TBEA GREEN ENERGY PARK, NATIONAL HIGHWAY NO. 8, VILLAGE MIYAGAM, KARJAN",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
"TECH MAHINDRA LTD., NOIDA LAB","A-20, SECTOR 60, GAUTAM BUDDHA NAGAR",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
TECHLAB TESTING AND RESEARCH INSTITUTE PRIVATE LIMITED,"PLOT NO. F-19, MIDC AREA, BHUSAWAL",Jalgaon,Maharashtra,India,,,,,,,,,,,,,,,,,,
TECHNICAL ASSOCIATES TRANSFORMERS LIMITED (DEPT. OF TRANSFORMER TESTING),"B-7, ELDECO SIDCUL INDUSTRIAL PARK, SITARGANJ",Udham Singh Nagar,Uttarakhand,India,,,,,,,,,,,,,,,,,,
TECHNO ASSOCIATES VIDYUT PRIVATE LIMITED,"W-160, MIDC PHASE II",Dombivli,Maharashtra,India,,,,,,,,,,,,,,,,,,
TECHNOPOWER TECH SOLUTIONS LLP,"SHED NO. 11, TYPE-B, BLOCK NO. 1, SECTOR 1, GOVIND PURA INDUSTRIAL AREA",Bhopal,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,
TECHVISION TESTING LAB PRIVATE LIMITED,"B-6, COMMERCIAL COMPLEX (3RD FLOOR, 2ND FLOOR AND BASEMENT), NIMRI COLONY, ASHOK VIHAR, PHASE-IV",New Delhi,Delhi,India,,,,,,,,,,,,,,,,,,
TERAWATT TESTING AND RESEARCH INSTITUTE PRIVATE LIMITED,"H-400, RIICO INDUSTRIAL AREA, KHUSKHERA",Bhiwadi,Rajasthan,India,,,,,,,,,,,,,,,,,,
TERMINAL TECHNOLOGIES INDIA PRIVATE LIMITED,"GAT NO. 312/2, 3 & 6, NANEKARWADI, CHAKAN",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
TEST AND SCREENING LABORATORY OF CENTUM ELECTRONICS LIMITED,"44, KHB INDUSTRIAL AREA, YELAHANKA NEW TOWN",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
"TEST DIVISION, LUBI INDUSTRIES LLP","A1, LUBI INDUSTRIAL PARK, VADSAR-KHATARJ ROAD, VILLAGE VADSAR, TA. KALOL",Gandhinagar,Gujarat,India,,,,,,,,,,,,,,,,,,
"TEST LAB, LEDURE LIGHTINGS LIMITED","A-40, SECTOR-58",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"TEST LABORATORY, ELECTRIFY ENERGY PRIVATE LIMITED","PLOT SURVEY NO. 268, Bagodara - Dholka Road, Village Gangad, Taluka Bavla",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
"TEST LABORATORY, GOLDWYN LIMITED","B-60, SECTOR-60",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"TESTING & CALIBRATION LABORATORY, CTC, DVC","MAITHON, GOSWAMI BHAWAN, AREA NO. 6, P.O. MAITHON DAM",Dhanbad,Jharkhand,India,,,,,,,,,,,,,,,,,,
"TESTING & CALIBRATION LABORATORY, NARAYAN POWERTECH PriVaTe LimiTeD, UNIT 2","SURVEY NO. 191, VILLAGE : LUNA",Padra,Gujarat,India,,,,,,,,,,,,,,,,,,
"TESTING & CALIBRATION LABORATORY, NARAYAN POWERTECH PVT. LTD",PADRA-VADODARA ROAD,Padra,Gujarat,India,,,,,,,,,,,,,,,,,,
"TESTING & QUALITY ASSURANCE LABORATORY, MSEDCL",BAPAT CAMP,Kolhapur,Maharashtra,India,,,,,,,,,,,,,,,,,,
"TESTING AND CALIBRATION LAB, SECURE METERS LIMITED","VILLAGE BATED, OFF- HARIPUR ROAD, BAROTIWALA",Baddi,Himachal Pradesh,India,,,,,,,,,,,,,,,,,,
"TESTING AND CALIBRATION LABORATORY, HPL ELECTRIC & POWER LIMITED","PLOT 357Q, PACE CITY II, SECTOR 37",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
"TESTING AND CALIBRATION LABORATORY, SECURE METERS LIMITED","E-566, GIDC, SANAND-II, INDUSTRIAL ESTATE, ROAD NO-H, SANAND",Ahmedabad,Gujarat,India,,,,,,,,,,,,,,,,,,
"TESTING AND CALIBRATION LABORATORY, SECURE METERS LIMITED","F-378 TO 380, G-421 TO 432, G1-390 TO 396, H-381 TO 389, RIICO BHAMASHAH INDUSTRIAL AREA, KALADWAS",Udaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
